modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score
V,2,16,17,17|18,7,07,missing,0.6182100176811218,0.6017814026713372,0.003435671329498291,0.007435020506382006,0.003435671329498291,0.004674841413895292,0.010783223502520327
V,2,17,18,18|19,7,07,missing,0.618721604347229,0.6030572971940041,0.0029240846633911133,0.006159125983715041,0.0029240846633911133,0.0039506056606769535,0.009112665016352946
V,2,18,19,19|20,7,07,missing,0.6213650107383728,0.6084245608687401,0.00028067827224731445,0.0007918623089790966,0.00028067827224731445,0.0004126553237438305,0.0009518514515184096
V,2,19,20,20|21,7,07,missing,0.6225244402885437,0.6124720003247262,-0.000878751277923584,0.0032555771470069717,0.0,0.0005425961911678286,0.001251579568793046
V,2,20,21,21|22,7,07,missing,0.6254448890686035,0.617927338206768,-0.0037992000579833984,0.00871091502904886,0.0,0.0014518191715081434,0.0033488388643694114
V,2,21,22,22|23,7,07,missing,0.6254708766937256,0.6201710286378861,-0.0038251876831054688,0.01095460546016691,0.0,0.0018257675766944852,0.004211406997600566
V,2,22,23,23|24,7,07,missing,0.6246042251586914,0.6126479876279831,-0.002958536148071289,0.0034315644502639353,0.0,0.0005719274083773226,0.001319236424452541
V,2,23,24,24|25,7,07,missing,0.6262543201446533,0.6119440921187401,-0.004608631134033203,0.0027276689410209443,0.0,0.0004546114901701574,0.0010486296477881828
V,2,24,25,25|26,7,07,missing,0.6258457899093628,0.6129999622344972,-0.004200100898742676,0.0037835390567779736,0.0,0.0006305898427963289,0.0014545501357715737
V,2,25,26,26|27,7,07,missing,0.6241162419319153,0.6081606067657471,-0.002470552921295166,0.0010558164119720548,0.0,0.00017596940199534247,0.00040589984200972625
V,2,26,27,27|28,7,07,missing,0.6217065453529358,0.6011655276656152,-6.085634231567383e-05,0.008050895512104028,0.0,0.0013418159186840046,0.0030950998481792235
V,2,27,28,28|29,7,07,missing,0.6217555999755859,0.5994937288403511,-0.00010991096496582031,0.009722694337368054,0.0,0.001620449056228009,0.0037378090079840573
V,2,28,29,29|30,7,07,missing,0.623197078704834,0.5999777073502541,-0.0015513896942138672,0.00923871582746505,0.0,0.0015397859712441748,0.0035517474934269873
V,2,29,30,30|31,7,07,missing,0.6239157319068909,0.6023973850846291,-0.002270042896270752,0.006819038093090035,0.0,0.0011365063488483391,0.002621522504536337
V,2,30,31,31|32,7,07,missing,0.6258048415184021,0.6134838870406151,-0.004159152507781982,0.004267463862895893,0.0,0.0007112439771493154,0.0016405910043549366
