sample_index,sample_id,baseline,main_modality,ratio,k,RandomComp_cls_mean,RandomComp_reg_mean,RandomSuff_cls_mean,RandomSuff_reg_mean
31,121128$_$10,missing,T,0.1,2,-0.020495567968750007,0.04929687500000001,3.408642615625,1.019649658203125
31,121128$_$10,missing,T,0.2,3,-0.11907802646484375,0.10349609375000006,2.3583679574218754,0.7892449951171876
31,121128$_$10,missing,T,0.3,5,0.06533969814453125,0.20365234375000002,1.3421051400390627,0.5330621337890624
32,121128$_$1,missing,T,0.1,3,0.15960079268749996,0.023544921875,1.096379051964844,0.257684326171875
32,121128$_$1,missing,T,0.2,6,0.236920128625,0.031328125,0.6873214347773435,0.17114746093750002
32,121128$_$1,missing,T,0.3,9,0.405474816125,0.0742122459411621,0.4431579402890625,0.09785232543945313
33,121128$_$0,missing,A,0.1,2,-0.08939204828124989,0.011932373046875,0.4887816967187497,0.019671173095703126
33,121128$_$0,missing,A,0.2,3,-0.12434688226562489,0.021709899902343753,0.4455016674218749,0.024289932250976566
33,121128$_$0,missing,A,0.3,4,-0.19828487054687488,0.016100997924804687,0.3672484935937499,0.01775703430175781
34,121128$_$5,missing,T,0.1,1,0.37272949843749964,0.1482421875000001,2.983647162011718,0.8818066406250002
34,121128$_$5,missing,T,0.2,2,0.7971984925781246,0.30954101562500014,2.193145758203124,0.7093945312500002
34,121128$_$5,missing,T,0.3,3,0.7124877992187496,0.2796484375,2.152166754296874,0.749775390625
35,125344$_$0,missing,V,0.1,5,-0.06889652187499999,0.03816406250000003,0.5415039437499999,0.3677734375
35,125344$_$0,missing,V,0.2,10,-0.148095740625,0.08595703125000005,0.4734863656249999,0.31035156250000007
35,125344$_$0,missing,V,0.3,15,-0.21137699062499998,0.12445312500000005,0.4226074593749999,0.26820312500000004
36,125676$_$0,missing,T,0.1,2,-0.12890625999999994,0.07167938232421875,0.6593719582421876,0.14745727539062498
36,125676$_$0,missing,T,0.2,3,-0.10954285667968744,0.12436553955078125,0.7005783171054688,0.15751129150390625
36,125676$_$0,missing,T,0.3,4,-0.03606415794921869,0.10622589111328125,0.7499755959375001,0.17565917968750003
37,125676$_$4,missing,T,0.1,3,0.13484497476562513,0.02843750000000001,3.134258274326172,0.670771484375
37,125676$_$4,missing,T,0.2,6,0.379614261875,0.07257812499999997,2.280706791171875,0.49710937499999996
37,125676$_$4,missing,T,0.3,9,0.631683353671875,0.12738281249999997,1.7046844523046876,0.373671875
38,128059$_$11,missing,T,0.1,4,0.18901368437500016,0.04933593749999998,2.115840161425782,0.4846875
38,128059$_$11,missing,T,0.2,8,0.2928711062500001,0.0773828125,1.4458496218749999,0.32917968750000004
38,128059$_$11,missing,T,0.3,12,0.39282227812500015,0.1043359375,1.18548585234375,0.30677734375000004
39,128059$_$12,missing,T,0.1,2,0.8864380251562501,0.256953125,4.3281006228124985,1.11384765625
