sample_index,sample_id,baseline,phi_T_cls,phi_T_reg,contribution_T_cls,contribution_T_reg,combined_contribution_T,phi_A_cls,phi_A_reg,contribution_A_cls,contribution_A_reg,combined_contribution_A,phi_V_cls,phi_V_reg,contribution_V_cls,contribution_V_reg,combined_contribution_V,main_modality,TEXT_MISSING_OOD_CAUTION,zero_missing_main_modality_agreement
639,r5ijC2W9ddk$_$8,missing,4.029998779296875,1.468359375,0.6503730700091113,0.6512474012474011,0.6508102356282561,0.669525146484375,0.30732421875,0.10804993966854638,0.13630457380457378,0.12217725673656007,1.496917724609375,0.47900390625,0.24157699032234234,0.21244802494802492,0.22701250763518363,T,True,False
640,r5ijC2W9ddk$_$0,missing,-0.823699951171875,-0.1491912841796875,0.4292734906800687,0.536029911624745,0.48265170115240685,-0.56134033203125,0.0830352783203125,0.2925440549653286,0.2983377557509704,0.2954409053581495,-0.533782958984375,-0.046099853515625,0.2781824543546027,0.16563233262428453,0.2219073934894436,T,True,True
641,r9tgDqXEcuc$_$4,missing,-0.67620849609375,0.3222127278645834,0.4076158940397351,0.7590050800345062,0.5833104870371206,-0.84588623046875,-0.0242716471354166,0.509896983075791,0.057174350618230466,0.28353566684701076,0.1368408203125,0.0780354817708333,0.08248712288447388,0.18382056934726346,0.13315384611586867,T,True,True
642,rf0yDSeVEUA$_$1,missing,6.352661132812499,2.385807291666667,0.7896006554591247,0.7794367874766037,0.7845187214678642,0.2399902343749999,0.1006510416666665,0.029829459246221993,0.03288242300493443,0.03135594112557821,1.4527587890625,0.5744791666666667,0.18056988529465315,0.18768078951846176,0.18412533740655745,T,True,True
643,rf0yDSeVEUA$_$0,missing,5.20391845703125,1.5624837239583331,0.8479968968809676,0.8358350601633378,0.8419159785221526,0.05609130859375,-0.0731608072916667,0.009140276893698281,0.03913664304247133,0.024138459968084808,0.876708984375,0.2337239583333333,0.1428628262253342,0.12502829679419086,0.13394556150976253,T,True,True
644,rf0yDSeVEUA$_$3,missing,2.66705322265625,1.2284586588541668,0.5345068010568549,0.5596821795099959,0.5470944902834254,0.73687744140625,0.2970133463541667,0.14767834426069087,0.13531841371537046,0.14149837898803067,1.5858154296875,0.6694498697916667,0.31781485468245424,0.3049994067746336,0.3114071307285439,T,True,True
645,rojyUp4FPSg$_$26,missing,4.582560221354166,1.893294270833333,0.6919877112135175,0.7157166765111243,0.7038521938623209,0.1216227213541666,0.0312825520833333,0.018365591397849452,0.01182565465642842,0.015095623027138936,1.9181315104166667,0.7207356770833333,0.28964669738863286,0.2724576688324474,0.28105218311054014,T,True,False
646,rojyUp4FPSg$_$20,missing,3.346466064453125,1.3086588541666666,0.6055219636102598,0.6465422965583789,0.6260321300843193,-0.2678070068359375,-0.0663411458333333,0.04845799166183495,0.03277581215825023,0.04061690191004259,1.9123077392578125,0.6490885416666666,0.34602004472790526,0.3206818912833709,0.33335096800563807,T,True,False
647,rojyUp4FPSg$_$21,missing,5.154866536458333,1.3085774739583336,0.7775772752940022,0.8566846743172544,0.8171309748056284,0.3262532552083333,0.0007649739583333,0.04921313004836611,0.0005008044837984204,0.024856967266082265,1.1482747395833333,0.2181477864583333,0.1732095946576318,0.14281452119894722,0.1580120579282895,T,True,True
648,rojyUp4FPSg$_$23,missing,4.6304931640625,1.04830322265625,0.7844852545808,0.8360951008645533,0.8102901777226766,0.438720703125,0.0557861328125,0.07432683955825785,0.044493340602850685,0.05941009008055427,0.8333740234374999,0.14971923828125,0.1411879058609422,0.11941155853259598,0.1302997321967691,T,True,True
649,rojyUp4FPSg$_$5,missing,1.322697957356771,0.7173014322916667,0.6206663643523713,0.5879582688510593,0.6043123166017152,-0.6893259684244791,-0.0900716145833333,0.3234611804577675,0.07382998025508296,0.19864558035642524,0.1190694173177082,0.4126139322916666,0.05587245518986128,0.3382117508938577,0.19704210304185948,T,True,True
650,rojyUp4FPSg$_$7,missing,5.69482421875,2.1789062500000003,0.8016220767393508,0.7885213457732542,0.7950717112563025,-0.0290527343749999,-0.028515625,0.004089557880990415,0.010319479785128639,0.007204518833059527,1.3802490234375,0.555859375,0.19428836537965874,0.20115917444161718,0.19772376991063795,T,True,True
651,rojyUp4FPSg$_$9,missing,3.145914713541667,-0.5252604166666668,0.7218995686193953,0.40702250025224507,0.5644610344358202,0.7768961588541667,-0.3010416666666666,0.1782759715400848,0.23327615780445962,0.20577606467227222,-0.4350179036458333,0.4641927083333333,0.09982445984051988,0.3597013419432953,0.2297629008919076,T,True,True
652,rojyUp4FPSg$_$10,missing,3.649037679036458,0.7244466145833334,0.6400230519990294,0.5884763869057064,0.614249719452368,0.5307668050130209,0.0989583333333332,0.09309385660657447,0.08038500185097033,0.0867394292287724,1.5216115315755208,0.4076497395833333,0.2668830913943962,0.3311386112433233,0.29901085131885974,T,True,True
653,rojyUp4FPSg$_$12,missing,5.484212239583333,1.2651957194010417,0.8696942712971208,0.9270557543231962,0.8983750128101585,0.1678670247395833,0.0113566080729166,0.026620594422290186,0.008321407274895599,0.01747100084859289,0.6538289388020834,0.0881937662760416,0.10368513428058902,0.06462283840190812,0.08415398634124857,T,True,True
654,rojyUp4FPSg$_$16,missing,2.238444010416667,0.2176350911458333,0.626189500523608,0.4407363459573487,0.5334629232404784,0.1142985026041666,0.0297200520833333,0.03197422938578517,0.06018655855499517,0.04608039397039017,1.2219645182291667,0.2464436848958333,0.34183627009060696,0.4990770954876562,0.4204566827891316,T,True,False
